Track,Track,EventShort,Event,EventClass,Flags,StartDay,StartTime,StartDT,EndDay,EndTime,EndDT,Room,Guests,,,,,,,,
Entertainment,,The Mechanisms,The Mechanisms,Entertainment,,08/08/2014,18:30,Fri 18:30,08/08/2014,20:30,Fri 20:30,Comm-East,The Mechanisms,,,,,,,,
Entertainment,,The Nine Worlds Party,The Nine Worlds Party,Entertainment,,08/08/2014,22:00,Fri 22:00,08/08/2014,23:30,Fri 23:30,Comm-East,Rhapsody,,,,,,,,
Entertainment,,80's Disco - All-Cheese Dance Party,80's Disco - All-Cheese Dance Party,Entertainment,,08/08/2014,23:30,Fri 23:30,09/08/2014,02:00,Sat 02:00,Comm-East,,,,,,,,,
Game of Thrones,,Water Dancing Masterclass,Water Dancing Masterclass with Miltos Yerolemou,Workshop,Ticketed,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,Newbury-2,Miltos Yerolemou,,,,,,,,
Game of Thrones,,Water Dancing Masterclass,Water Dancing Masterclass with Miltos Yerolemou,Workshop,Ticketed,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,Newbury-2,Miltos Yerolemou,,,,,,,,
Entertainment,,Quantum Battlestar Deep-Space Voyager Tardis Wars,Quantum Battlestar Deep-Space Voyager Tardis Wars: The Million Dollar Space Epic,Entertainment,,09/08/2014,17:00,Sat 17:00,09/08/2014,18:30,Sat 18:30,12,,,,,,,,,
Whedon,,Whedonverse Sing-Along,Whedonverse Sing-Along,Entertainment,,09/08/2014,18:00,Sat 18:00,09/08/2014,19:30,Sat 19:30,Comm-East,David Merriman,,,,,,,,
LGBTQAI Fandom,,Bifr&ouml;st! Queer Cabaret,Bifr&ouml;st! Queer Cabaret,Entertainment,,09/08/2014,20:00,Sat 20:00,09/08/2014,22:00,Sat 22:00,Comm-East,Elaine Scattermoon,Amal El-Mohtar,Sally Outen,The Dykness,Sebastienne Stardust,Dr Carmilla,Lashings of Ginger Beer Time,,
Game of Thrones,,Water Dancing Masterclass,Water Dancing Masterclass with Miltos Yerolemou,Workshop,Ticketed,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,38,Miltos Yerolemou,,,,,,,,
Game of Thrones,,Water Dancing Masterclass,Water Dancing Masterclass with Miltos Yerolemou,Workshop,Ticketed,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,38,Miltos Yerolemou,,,,,,,,
Entertainment,,Robot Woman of Tomorrow,Robot Woman of Tomorrow,Entertainment,,10/08/2014,18:30,Sun 18:30,10/08/2014,19:30,Sun 19:30,38,Helen Keen,,,,,,,,
Geek Feminism,,Geek Culture Needs Feminism Because...,Open Session With Tea: Geek Culture Needs Feminism Because...,Meetup,,08/08/2014,11:00,Fri 11:00,08/08/2014,13:00,Fri 13:00,Connaught-A,Clara Jackson,,,,,,,,
Academia,Creative Writing,"Creating Fantasy Religions That Work - CHANGED","Creating Fantasy Religions That Work - CHANGED",Presentation,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:00,Fri 14:00,Connaught-A,Rev'd Phil Bettinson,,,,,,,,
Academia,,Christian Theology and Culture in 'Small Gods',Christian Theology and Culture in Terry Pratchett's 'Small Gods',Presentation,,08/08/2014,14:15,Fri 14:15,08/08/2014,14:45,Fri 14:45,Connaught-A,Rev'd Phil Bettinson,,,,,,,,
Geek Feminism,,What the FRAK is Geek Feminism?,What the FRAK is Geek Feminism?,Presentation,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,Connaught-A,Clara Jackson,,,,,,,,
Geek Feminism,,From Magical Girls to Drunken Road Trips: The Women of Manga,From Magical Girls to Drunken Road Trips: The Women of Manga,Presentation,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,Connaught-A,Zalia Chimera,Ash,,,,,,,
Academia,,Self-Identity in YA Dystopian Fiction,Self-Identity in YA Dystopian Fiction: How Terrible Worlds are a Force for Good in Ours,Presentation,,08/08/2014,18:45,Fri 18:45,08/08/2014,19:15,Fri 19:15,Connaught-A,Rowan Williams-Fletcher,,,,,,,,
Academia,,"My Little Pony: Audience, Identity and Animation","My Little Pony: Audience, Identity and Animation",Presentation,,08/08/2014,19:30,Fri 19:30,08/08/2014,20:00,Fri 20:00,Connaught-A,Ewan Kirkland,,,,,,,,
Academia,,Reading a million self-published books,Reading a million self-published books: Visualising trends in what's written: a pilot study,Presentation,,08/08/2014,20:00,Fri 20:00,08/08/2014,20:30,Fri 20:30,Connaught-A,Matthew Pocock,,,,,,,,
Geek Feminism,,"Cyborgs, Robots and Gender","Cyborgs, Robots and Gender: reality vs. fiction, and the body vs. technology.",Presentation,16+,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,Connaught-A,Fran Haswell,,,,,,,,
Geek Feminism,,Policing the Net,Policing the Net: Balancing Rights and Responsibilities,Presentation,Explicit content,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,Connaught-A,Jane Fae,,,,,,,,
Geek Feminism,,Where Are The Women In The Creative Industry?,'It's A Man's World...': Where Are The Women In The Creative Industry?,Panel,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,Connaught-A,Clara Jackson,Kim Curran,Juliet Mushens,Laurie Penny,Shelagh Rowan-Legg,Will Brooker,,,
Geek Feminism,Knitting,Political Needlepoints,Political Needlepoints: how the craft resurgence has influenced social politics,Discussion,,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,Connaught-A,Lauren O'Farrell,Laura Price,,,,,,,
Geek Feminism,,"Zombies, Run! - when fitness and fandom collide","Zombies, Run! - when fitness and fandom collide",Panel,,09/08/2014,18:45,Sat 18:45,09/08/2014,20:00,Sat 20:00,Connaught-A,Zalia Chimera,David Bryher,Naomi Alderman,Phil Nightingale,Rebecca Levene,,,,
Geek Feminism,,Assaulting the Narrative: Rape as Character Motivation,Assaulting the Narrative: Rape as Character Motivation,Panel,16+,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,Connaught-A,Viktoriya H,Cara Ellison,Den Patrick,Jane Fae,Sophia McDougall,Tom Pollock,,,
Geek Feminism,,"Can't Stop The Signal: A Geeky, Feminist Advocacy Workshop","Can't Stop The Signal: A Geeky, Feminist Advocacy Workshop",Discussion,,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,Connaught-A,Rowan Williams-Fletcher,,,,,,,,
Geek Feminism,,"Unspeakable Things: geekery, gender, and the future of feminism","Unspeakable Things: geekery, gender, and the future of feminism",Presentation,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,Connaught-A,Laurie Penny,,,,,,,,
Geek Feminism,Whedon,Sex Work and Whedon,Sex Work and Whedon: Echo from Dollhouse and Inara from Firefly,Presentation,16+,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,Connaught-A,Fran Haswell,,,,,,,,
All of the Books,Geek Feminism,'Strong Female Protagonists' in YA,'Strong Female Protagonists' in YA,Panel,,10/08/2014,17:00,Sun 17:00,10/08/2014,18:15,Sun 18:15,Connaught-A,Rowan Williams-Fletcher,Juliet Mushens,Laura Lam,Tom Pollock,Anna Caltabiano,,,,
LGBTQAI Fandom,,Bifr&ouml;st! Rock Party,Bifr&ouml;st! Rock Party,Entertainment,,09/08/2014,22:00,Sat 22:00,10/08/2014,00:00,Sun 00:00,Connaught-A&B,DJ Ruth Pearce,,,,,,,,
Academia,,Archaeological Exploration of Fantasy Worlds,Archaeological Exploration of Fantasy Worlds,Presentation,,08/08/2014,09:00,Fri 09:00,08/08/2014,09:45,Fri 09:45,Connaught-B,H. Gruenefeld,,,,,,,,
Academia,,I Love You... Bro': LGBTQ subtext in genre TV,"'I Love You... Bro': LGBTQ subtext in genre TV, from Star Trek to Supernatural",Presentation,,08/08/2014,10:00,Fri 10:00,08/08/2014,10:30,Fri 10:30,Connaught-B,Jenny Alexander,,,,,,,,
Academia,,Gender Trouble in Avatar,Gender Trouble in Avatar: Gender as Performative in Avatar: The Last Airbender,Presentation,,08/08/2014,10:45,Fri 10:45,08/08/2014,11:15,Fri 11:15,Connaught-B,Lauren McPhee,,,,,,,,
Academia,,Deadly Little Bodies,Deadly Little Bodies: The Silent Asian Female Assassins in Contemporary Comics,Presentation,,08/08/2014,11:45,Fri 11:45,08/08/2014,12:15,Fri 12:15,Connaught-B,Kelly Kanayama,,,,,,,,
Academia,,We Come In Peace,We Come In Peace: Immigration In Post-Cold War Science Fiction Film,Presentation,,08/08/2014,12:30,Fri 12:30,08/08/2014,13:00,Fri 13:00,Connaught-B,Samantha Kountz,,,,,,,,
LGBTQAI Fandom,,Positive Practice: Awesome portrayals of people with mental illnesses,Positive Practice: Awesome portrayals of people with mental illnesses,Panel,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,Connaught-B,Katherine Fabian,Iona Sharma,Somhairle Kelly,,,,,,
LGBTQAI Fandom,,Suffering Sappho! Queer representation in superhero comics,Suffering Sappho! Queer representation in superhero comics,Panel,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,Connaught-B,Amal El-Mohtar,Cleo,,,,,,,
Race & Culture,,Voices From Other Worlds,Voices From Other Worlds,Reading,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,Connaught-B,Taran Matharu,Zen Cho,Adam Lowe,,,,,,
LGBTQAI Fandom,Race & Culture,Tea Party,Tea Party,Meetup,,08/08/2014,18:45,Fri 18:45,08/08/2014,20:00,Fri 20:00,Connaught-B,Tori Truslow,Iona Sharma,Zen Cho,,,,,,
LGBTQAI Fandom,,Rule 63: Gender and subversion,"Rule 63: Gender and subversion in history, popular culture and fandom",Panel,,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,Connaught-B,Tab Kimpton,Zen Cho,Alex Dally MacFarlane,,,,,,
Race & Culture,,Writing The Other: workshop for writers,Writing The Other: workshop for writers,Workshop,Limited numbers,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,Connaught-B,Stephanie Saulter,,,,,,,,
Race & Culture,,"This Will Always Be Your Home: Race, Culture, and Fannish Life","This Will Always Be Your Home: Race, Culture, and Fannish Life",Panel,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,Connaught-B,Iona Sharma,Frank Voss,Koel Mukherjee,Kelly Kanayama,Zen Cho,,,,
LGBTQAI Fandom,,Wouldn't It Be Cool If...,Wouldn't It Be Cool If...,Discussion,,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,Connaught-B,Roz Kaveney,Amal El-Mohtar,Maki Yamazaki,Cleo,,,,,
LGBTQAI Fandom,Video Games Culture,Twine For Beginners Workshop,Twine For Beginners Workshop,Workshop,,09/08/2014,17:00,Sat 17:00,09/08/2014,18:15,Sat 18:15,Connaught-B,Tim Skew,,,,,,,,
Video Games Culture,,Advanced Twine Workshop,Advanced Twine Workshop,Workshop,,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,Connaught-B,Tim Skew,,,,,,,,
Race & Culture,,Reading SF While Brown,Reading SF While Brown,Panel,,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,Connaught-B,Aishwarya Subramanian,Taran Matharu,Camille Lofters,Rochita Loenen-Ruiz,,,,,
LGBTQAI Fandom,Comics,Diversifying YA: youth voices on youth literature,Diversifying YA: youth voices on youth literature,Panel,,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,Bijou-Bar,Tori Truslow,Hazel Robinson,,,,,,,
LGBTQAI Fandom,,Aliens and Outsiders: asexual stereotypes and how to break them,Aliens and Outsiders: asexual stereotypes and how to break them,Panel,,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,Connaught-B,Neth Dugan,Pip Janssen,Kathryn Glover,Helen Guthrie,,,,,
Creative Writing,,The Writers' Process: a masterclass,"The Writers' Process: an adapting, evolving, creating and editing masterclass",Workshop,,08/08/2014,10:00,Fri 10:00,08/08/2014,11:15,Fri 11:15,County-A,Abigail Nathan,,,,,,,,
Creative Writing,,"Putting the Geek into Poetry, Putting Poetry to the Geeks","Putting the Geek into Poetry, Putting Poetry to the Geeks",Workshop,,08/08/2014,11:45,Fri 11:45,08/08/2014,13:00,Fri 13:00,County-A,Dan Simpson,,,,,,,,
All of the Books,Creative Writing,Writing the Inhuman: more yeti than human...,Writing the Inhuman: more yeti than human...,Panel,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,County-A,Pete Sutton,Adrian Tchaikovsky,David Mumford,Laure Eve,Jennifer Williams,,,,
Creative Writing,LGBTQAI Fandom,Writing LGBTQ+ Characters in SFF,Writing LGBTQ+ Characters in SFF,Panel,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,County-A,Laura Lam,,,,,,,,
Creative Writing,Retro Fandom,Fight Choreography For Writers,Fight Choreography For Writers,Presentation,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,County-A,David McIntee,,,,,,,,
All of the Books,Creative Writing,Writing for Transmedia,Writing for Transmedia: ideas that cross formats and boundaries,Panel,,08/08/2014,18:45,Fri 18:45,08/08/2014,20:00,Fri 20:00,County-A,Barry Nugent,Anna Caltabiano,Simon Guerrier,Adam Christopher,David Tallerman,,,,
Creative Writing,,Geek Lust: How To Write A Sex Scene,Geek Lust: How To Write A Sex Scene,Workshop,18+,08/08/2014,20:30,Fri 20:30,08/08/2014,21:45,Fri 21:45,County-A,Zak Jane Keir,Kristina Lloyd,,,,,,,
Creative Writing,,SMUT SLAM,SMUT SLAM,Entertainment,18+,08/08/2014,22:15,Fri 22:15,08/08/2014,23:30,Fri 23:30,County-A,,,,,,,,,
Creative Writing,,Poetry For Breakfast,Poetry For Breakfast,Meetup,,09/08/2014,09:00,Sat 09:00,09/08/2014,09:45,Sat 09:45,County-A,Hannah Eiseman-Renyard,Megan Bettinson,Dan Simpson,,,,,,
Creative Writing,,Putting Sherlock in your Pocket,Putting Sherlock in your Pocket,Presentation,,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,County-A,David Varela,,,,,,,,
Creative Writing,,Creating fantasy languages,Creating fantasy languages (Discussion),Discussion,,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,County-A,Matt Voice,Edmund Weiner,Catherine Sangster,,,,,,
Creative Writing,,Creating fantasy languages,Creating fantasy languages (Workshop),Workshop,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,County-A,Matt Voice,Edmund Weiner,Catherine Sangster,,,,,,
Creative Writing,,How To Beat Writers' Block,How To Beat Writers' Block,Workshop,,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,County-A,The T Party Writers,Sara Jayne Townsend,,,,,,,
Creative Writing,,Putting The Science Into Sci-Fi,Putting The Science Into Sci-Fi,Q&A,!CANCELLED,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,County-A,Stephanie Osborn,,,,,,,,
All of the Books,Creative Writing,Working with Artists: drawing up professional relationships,Working with Artists: drawing up professional relationships,Q&A,,09/08/2014,18:45,Sat 18:45,09/08/2014,20:00,Sat 20:00,County-A,Sarah McIntyre,Emma Vieceli,Gillian Redfearn,Djibril al-Ayad,Adam Christopher,,,,
Creative Writing,,Story Writing and Performance Panel,Story Writing and Performance Panel,Panel,,09/08/2014,20:30,Sat 20:30,09/08/2014,21:45,Sat 21:45,County-A,Kirsten Irving,Jon Stone,Sean Bruno,Jacob Sam-La Rose,Dan Simpson,,,,
Creative Writing,,Feedback Among Friends,Feedback Among Friends,Workshop,,09/08/2014,22:15,Sat 22:15,09/08/2014,23:30,Sat 23:30,County-A,,,,,,,,,
Creative Writing,Kids,Battle Rapping Monsters,Battle Rapping Monsters,Workshop,,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,County-A,Dan Simpson,,,,,,,,
All of the Books,Creative Writing,Marketing & Social Media,Marketing & Social Media: getting the word out,Q&A,,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,County-A,Tom Hunter,Adam Christopher,Danie Ware,Sophie Calder,James Oswald,,,,
Creative Writing,,How To Invent The Wheel,How To Invent The Wheel: Why You Should Write Sci-Fi About Existing Technology,Presentation,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,County-A,Chris Farnell,,,,,,,,
All of the Books,Creative Writing,Ask a Professional,"Ask a Professional: all your questions about the book trade, answered",Q&A,,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,County-A,Alasdair Stuart,Juliet Mushens,Ian Whates,Liz Gorinsky,Jenni Hill,,,,
Creative Writing,,Applied Mathematics: Poetry for Geeks,Applied Mathematics: Poetry for Geeks,Presentation,,10/08/2014,17:00,Sun 17:00,10/08/2014,18:15,Sun 18:15,County-A,Dan Simpson,,,,,,,,
Creative Writing,,Party / Open reading slam,Party / Open reading slam,Workshop,,10/08/2014,18:45,Sun 18:45,10/08/2014,20:00,Sun 20:00,County-A,,,,,,,,,
Fanfic,,Welcome Tea Party,"Welcome Tea Party: tea, squee, and introductions",Meetup,,08/08/2014,10:00,Fri 10:00,08/08/2014,11:15,Fri 11:15,County-B,Kate Keen,Tanya Brown,,,,,,,
Fanfic,,Fandom Poster-Making Session,Fandom Poster-Making Session: make a 'my fandom is fabulous' poster,Craft,,08/08/2014,11:45,Fri 11:45,08/08/2014,13:00,Fri 13:00,County-B,Kate Keen,Tanya Brown,,,,,,,
Fanfic,,What's My Medium?,What's My Medium? The effect of canon and platform on fanworks,Panel,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,County-B,Pen,Zalia Chimera,Emily Robbins,Jenn Hersey,,,,,
Fanfic,,Fanworks Anonymous,Fanworks Anonymous: fanworks and media consumption,Discussion,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,County-B,Kate Keen,Michele Howe,Tony Keen,,,,,,
Fanfic,,Nine Fanwork Recs,Nine Fanwork Recs: nine people tell us about their favourite fanwork,Panel,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,County-B,Emily Robbins,Alex Civita,Tanya Brown,Nat Wilkinson,Kari Sperring,Pip Janssen,Emily,Tony Keen,Elizabeth Minkel
Fanfic,,Fourth Wall Fandom,"Fourth Wall Fandom: creator/fan interaction, gently crumbling the fourth wall",Panel,,08/08/2014,18:45,Fri 18:45,08/08/2014,20:00,Fri 20:00,County-B,Emma England,Kieron Gillen,Roz Kaveney,Melissa T,Zalia Chimera,,,,
Fanfic,,Last year's Best Fanvids,Fanvid showing: last year's best fanvids,Presentation,,08/08/2014,20:30,Fri 20:30,08/08/2014,21:45,Fri 21:45,County-B,Amy (such heights),,,,,,,,
Fanfic,,The Fanvid Phenomenon,The Fanvid Phenomenon: every fanvid tells a story,Panel,,08/08/2014,22:15,Fri 22:15,08/08/2014,23:30,Fri 23:30,County-B,Amy (such heights),Hannah,Gavia Baker-Whitelaw,Cleo,Llin,,,,
Fanfic,,Self-Worth For Fanfic Writers,Self-Worth For Fanfic Writers,Discussion,,09/08/2014,09:00,Sat 09:00,09/08/2014,09:45,Sat 09:45,County-B,Emma England,Emily,Tesria,Kate Keen,,,,,
Fanfic,,Go Craft Your Geek On,Go Craft Your Geek On: create a badge celebrating your favourite fandom,Craft,,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,County-B,Laura,,,,,,,,
Academia,Fanfic,Fandom Academia,"Fandom Academia: Slash Fiction and the Demographics of Fan Fiction",Presentation,,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,County-B,Tony Keen,Joseph Oldham,Lulu (Centrumlumina),,,,,,
Fanfic,,Multi-canon creation in a bigger universe,#itsallconnected: multi-canon creation in a bigger universe,Panel,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,County-B,Tony Keen,Abigail Brady,Jenni Cole,Erin Claiborne,,,,,
Fanfic,Geek Feminism,Slash and Feminism,Slash And Feminism: how can slash be a feminist activity?,Panel,,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,County-B,Viktoriya H,Emily,Tanya Brown,Kari Sperring,Pen,,,,
Fanfic,,How To Be A Better Beta,"How To Be A Better Beta: beta-reading, and teaching writing, in fandom",Panel,,09/08/2014,17:00,Sat 17:00,09/08/2014,18:15,Sat 18:15,County-B,Pennypaperbrain,Kari Sperring,Erin Claiborne,,,,,,
Fanfic,,Tell me a story: Podficcing,Tell me a story: podficcing - Podficcers and podcasters share techniques and technology,Panel,,09/08/2014,18:45,Sat 18:45,09/08/2014,20:00,Sat 20:00,County-B,Elizabeth Bear,Barry Nugent,Pip Janssen,A. L. Johnson,Jenn Hersey,,,,
Fanfic,,Fandom is Fabulous poster session,Fandom is Fabulous poster session: Show and tell: Why my fandom is fabulous,Craft,,09/08/2014,20:30,Sat 20:30,09/08/2014,21:45,Sat 21:45,County-B,Kate Keen,Emma England,,,,,,,
Fanfic,,Collaborative Fanworks,Collaborative Fanworks: let's play making up stories,Discussion,,09/08/2014,22:15,Sat 22:15,09/08/2014,23:30,Sat 23:30,County-B,Emma Vieceli,Malin Ryden,Gavia Baker-Whitelaw,Erin Claiborne,Charlotte Geater,Nat Wilkinson,,,
Fanfic,,Chains Of Transformation: remixing the remix,Chains Of Transformation: remixing the remix - the etiquette of transforming fanworks,Panel,,10/08/2014,09:00,Sun 09:00,10/08/2014,09:45,Sun 09:45,County-B,Erin Claiborne,Gavia Baker-Whitelaw,Cleo,,,,,,
Fanfic,Kids,Fanfic for Kids: what happens next?,Fanfic for Kids: what happens next? Making up your own stories,Discussion,,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,County-B,Tanya Brown,Hazel Robinson,Helena McCallum,,,,,,
Fanfic,,Writing Historical Fiction and Fanfic,Writing Historical Fiction and Fanfic: is RPF okay when the person is dead?,Panel,,10/08/2014,11:45,Sun 11:45,10/08/2014,13:00,Sun 13:00,County-B,Alex Dally MacFarlane,Tanya Brown,Elizabeth Bear,Aliette de Bodard,Kieron Gillen,,,,
Fanfic,,"Fashion, Costume and Inspiring Fans","Fashion, Costume and Inspiring Fans: three talks on fashion and costume",Presentation,,10/08/2014,13:30,Sun 13:30,10/08/2014,14:45,Sun 14:45,County-B,Gavia Baker-Whitelaw,Kate McAlpine,Lesley McIntee,,,,,,
Fanfic,,Sexuality and Fanfic,Sexuality and Fanfic: exploring depictions of sexuality in fanworks,Panel,,10/08/2014,15:15,Sun 15:15,10/08/2014,16:30,Sun 16:30,County-B,Hazel Robinson,Hannah,Emma England,,,,,,
Fanfic,,Legitimacy and Monetisation of Fanworks,Legitimacy and Monetisation of Fanworks: who owns an idea? Who profits from it?,Discussion,,10/08/2014,17:00,Sun 17:00,10/08/2014,18:15,Sun 18:15,County-B,Malin Ryden,Gavia Baker-Whitelaw,Erin Claiborne,Lesley McIntee,Elizabeth Minkel,,,,
All of the Books,,Urban Fantasy: Cities of Angels & Demons & Bug-Monsters,Urban Fantasy: Cities of Angels & Demons & Bug-Monsters,Panel,,08/08/2014,10:00,Fri 10:00,08/08/2014,11:15,Fri 11:15,County-C&D,Ed Cox,EJ Swift,Laure Eve,John Connolly,Paul Cornell,Benedict Jacka,,,
All of the Books,,"Time Travel: where, why, how and when?","Time Travel: where, why, how and when?",Panel,,08/08/2014,11:45,Fri 11:45,08/08/2014,13:00,Fri 13:00,County-C&D,Paul Cornell,Lauren Beukes,Kate Griffin,Fabio Fernandes,Simon Guerrier,,,,
All of the Books,,Mythology and Fairytales,Mythology and Fairytales: pernicious supernaturalism or meaningful exploration of existence?,Panel,,08/08/2014,13:30,Fri 13:30,08/08/2014,14:45,Fri 14:45,County-C&D,Lauren Beukes,Joanne Harris,Rochita Loenen-Ruiz,Aishwarya Subramanian,Nazia Khatun,John Connolly,,,
All of the Books,,Superheroes and Superhuman,Superheroes and Superhuman: exploding the myth of the superwhathaveyou,Panel,,08/08/2014,15:15,Fri 15:15,08/08/2014,16:30,Fri 16:30,County-C&D,Jenni Hill,Nick Harkaway,Stephanie Saulter,Barry Nugent,Taran Matharu,,,,
All of the Books,,Looking Forwards,Looking Forwards,Panel,,08/08/2014,17:00,Fri 17:00,08/08/2014,18:15,Fri 18:15,County-C&D,Nick Harkaway,Fabio Fernandes,Lauren Beukes,Sarah Lotz,,,,,
All of the Books,,Love and Sex: an intimate exploration,Love and Sex: an intimate exploration,Panel,18+,08/08/2014,18:45,Fri 18:45,08/08/2014,20:00,Fri 20:00,County-C&D,E. Saxey,Rebecca Levene,Tiffani Angus,Sarah Lotz,Laurie Penny,,,,
All of the Books,,School Stories,"School Stories: prefects, headmasters and tuckshops, oh my!",Panel,,08/08/2014,22:15,Fri 22:15,08/08/2014,23:30,Fri 23:30,County-C&D,Aishwarya Subramanian,Zen Cho,Emma Vieceli,Tiffani Angus,Ewa Scibor-Rylska,,,,
All of the Books,,CoffeeKitsch,CoffeeKitsch: brought to you by The Kitschies,Meetup,,09/08/2014,09:15,Sat 09:15,09/08/2014,09:45,Sat 09:45,County-C&D,The Kitschies,,,,,,,,
All of the Books,,Cyberpunk,Cyberpunk: exploring society in the corporate machine age (.net),Panel,,09/08/2014,10:00,Sat 10:00,09/08/2014,11:15,Sat 11:15,County-C&D,Anne Charnock,Fabio Fernandes,Laurie Penny,Paul McAuley,,,,,
All of the Books,,Dragons vs Werewolves vs Vampires vs Warlocks,Dragons vs Werewolves vs Vampires vs Warlocks: The Ultimate Deathmatch Smackdown,Debate,,09/08/2014,11:45,Sat 11:45,09/08/2014,13:00,Sat 13:00,County-C&D,Anne Perry,Elizabeth Bear,Gail Carriger,Joanne Harris,Scott Lynch,,,,
All of the Books,,Likeable Bad Guys,Likeable Bad Guys,Panel,,09/08/2014,13:30,Sat 13:30,09/08/2014,14:45,Sat 14:45,County-C&D,Ed Fortune,Rochita Loenen-Ruiz,Stephen Aryan,Anna Caltabiano,Den Patrick,,,,
All of the Books,,Westerns: they're your Huckleberry,Westerns: they're your Huckleberry,Panel,,09/08/2014,15:15,Sat 15:15,09/08/2014,16:30,Sat 16:30,County-C&D,Jared Shurin,Will Hill,Stark Holborn,John Hornor Jacobs,Joanne Harris,,,,
All of the Books,,Looking Backwards,Looking Backwards,Panel,,09/08/2014,17:00,Sat 17:00,09/08/2014,18:15,Sat 18:15,County-C&D,Gail Carriger,John J. Johnston,Marek Kukula,,,,,,
All of the Books,,Noir: the dirty streets of fiction,Noir: the dirty streets of fiction,Panel,,09/08/2014,18:45,Sat 18:45,09/08/2014,20:00,Sat 20:00,County-C&D,Will Hill,Daniel Polansky,John Connolly,Sara Jayne Townsend,Francis Knight,,,,
All of the Books,,#PROMNADO: The Gollancz Prom Party!,#PROMNADO: The Gollancz Prom Party!,Entertainment,,09/08/2014,20:00,Sat 20:00,09/08/2014,22:00,Sat 22:00,County-C&D,Den Patrick,Mark Alder,Jon Wallace,Anna Caltabiano,John Hornor Jacobs,Ed Cox,,,
All of the Books,,CoffeeKitsch,CoffeeKitsch: brought to you by The Kitschies ,Meetup,,10/08/2014,09:15,Sun 09:15,10/08/2014,09:45,Sun 09:45,County-C&D,The Kitschies,,,,,,,,
All of the Books,,African Speculative Fiction,African Speculative Fiction: more than acacia trees...,Panel,,10/08/2014,10:00,Sun 10:00,10/08/2014,11:15,Sun 11:15,County-C&D,Geoffrey Ryman,Sarah Lotz,Tade Thompson,,,,,,
